Unnamed: 0,English,Turkish
8962,estimation,tahmin
8963,barn,ahır
8964,pushing,itme
8965,llp,limited şirket
8966,fleece,polar
8967,pediatric,pediatrik
8968,boc,boc
8969,fare,ücret
8970,dg,çd
8971,asus,ASUS
8972,pierce,delmek
8973,allan,allan
8974,dressing,giyinme
8975,techrepublic,teknoloji cumhuriyeti
8976,sperm,sperm
8977,vg,vg
8978,bald,kel
8979,filme,film
8980,craps,zar oyunu
8981,fuji,fuji
8982,frost,don
8983,leon,aslan
8984,institutes,enstitüler
8985,mold,kalıba dökmek
8986,dame,hanımefendi
8987,fo,için
8988,sally,sally
8989,yacht,yat
8990,tracy,Tracy
8991,prefers,tercih eder
8992,drilling,sondaj
8993,brochures,broşürler
8994,herb,ot
8995,tmp,geçici
8996,alot,çok fazla
8997,ate,yedi
8998,breach,çiğneme
8999,whale,balina
9000,traveller,gezgin
9001,appropriations,ödenekleri
9002,suspected,şüpheli
9003,tomatoes,domatesler
9004,benchmark,kalite testi
9005,beginners,yeni başlayanlar
9006,instructors,eğitmenler
9007,highlighted,vurgulanan
9008,bedford,Bedford
9009,stationery,kırtasiye
9010,idle,boşta
9011,mustang,Mustang
9012,unauthorized,yetkisiz
9013,clusters,kümeler
9014,antibody,antikor
9015,competent,yetkili
9016,momentum,ivme
9017,fin,yüzgeç
9018,wiring,kablolama
9019,io,ben
9020,pastor,papaz
9021,mud,çamur
9022,calvin,kalvin
9023,uni,üniversite
9024,shark,köpek balığı
9025,contributor,katkıda bulunan
9026,demonstrates,gösterir
9027,phases,aşamalar
9028,grateful,minnettar
9029,emerald,zümrüt
9030,gradually,gitgide
9031,laughing,gülmek
9032,grows,büyür
9033,cliff,uçurum
9034,desirable,arzu edilir
9035,tract,yol
9036,ul,ul
9037,ballet,bale
9038,ol,ol
9039,journalist,gazeteci
9040,abraham,ibrahim
9041,js,js
9042,bumper,tampon
9043,afterwards,daha sonrasında
9044,webpage,web sayfası
9045,religions,dinler
9046,garlic,sarımsak
9047,hostels,pansiyonlar
9048,shine,parlamak
9049,senegal,senegal
9050,explosion,patlama
9051,pn,pn
9052,banned,yasaklandı
9053,wendy,Wendy
9054,briefs,özetler
9055,signatures,imzalar
9056,diffs,farklılıklar
9057,cove,koy
9058,mumbai,Mumbai
9059,ozone,ozon
9060,disciplines,disiplinler
9061,casa,ev
9062,mu,ben
9063,daughters,kızları
9064,conversations,konuşmalar
9065,radios,radyolar
9066,tariff,tarife
9067,nvidia,nvidia
9068,opponent,rakip
9069,pasta,makarna
9070,simplified,basitleştirilmiş
9071,muscles,kaslar
9072,serum,serum
9073,wrapped,sarılmış
9074,swift,süratli
9075,motherboard,anakart
9076,runtime,çalışma zamanı
9077,inbox,gelen kutusu
9078,focal,odak
9079,bibliographic,bibliyografik
9080,vagina,vajina
9081,eden,eden
9082,distant,mesafe
9083,incl,dahil
9084,champagne,şampanya
9085,ala,ala
9086,decimal,ondalık
9087,hq,merkez
9088,deviation,sapma
9089,superintendent,müdür
9090,propecia,propecia
9091,dip,daldırma
9092,nbc,NBC
9093,samba,samba
9094,hostel,pansiyon
9095,housewives,ev hanımları
9096,employ,istihdam etmek
9097,mongolia,Moğolistan
9098,penguin,penguen
9099,magical,büyülü
9100,influences,etkiler
9101,inspections,denetimler
9102,irrigation,sulama
9103,miracle,mucize
9104,manually,elle
9105,reprint,yeniden basım
9106,reid,reid
9107,wt,ağırlık
9108,hydraulic,hidrolik
9109,centered,merkezlenmiş
9110,robertson,Robertson
9111,flex,esneklik
9112,yearly,yıllık
9113,penetration,nüfuz etme
9114,wound,yara
9115,belle,güzel
9116,rosa,gül
9117,conviction,inanç
9118,hash,doğramak
9119,omissions,eksiklikler
9120,writings,yazılar
9121,hamburg,Hamburg
9122,lazy,tembel
9123,mv,benim
9124,mpg,mpg
9125,retrieval,geri alma
9126,qualities,nitelikler
9127,cindy,Cindy
9128,lolita,lolita
9129,fathers,babalar
9130,carb,karbonhidrat
9131,charging,şarj oluyor
9132,cas,vaka
9133,marvel,harika
9134,lined,astarlı
9135,cio,cio
9136,dow,dow
9137,prototype,prototip
9138,importantly,önemli olarak
9139,rb,rb
9140,petite,ufak tefek
9141,apparatus,aparat
9142,upc,upc
9143,terrain,arazi
9144,dui,DUI
9145,pens,kalemler
9146,explaining,açıklayan
9147,yen,yen
9148,strips,şeritler
9149,gossip,dedikodu
9150,rangers,korucular
9151,nomination,adaylık
9152,empirical,deneysel
9153,mh,mh
9154,rotary,döner
9155,worm,solucan
9156,dependence,bağımlılık
9157,discrete,ayrık
9158,beginner,acemi
9159,boxed,kutulu
9160,lid,kapak
9161,sexuality,cinsellik
9162,polyester,polyester
9163,cubic,kübik
9164,deaf,sağır
9165,commitments,taahhütler
9166,suggesting,önermek
9167,sapphire,safir
9168,kinase,kinaz
9169,skirts,etekler
9170,mats,paspaslar
9171,remainder,kalan
9172,crawford,Crawford
9173,labeled,etiketli
9174,privileges,ayrıcalıklar
9175,televisions,televizyonlar
9176,specializing,uzmanlaşmış
9177,marking,işaretleme
9178,commodities,emtialar
9179,pvc,pvc
9180,serbia,Sırbistan
9181,sheriff,şerif
9182,griffin,grifon
9183,declined,reddedildi
9184,guyana,Guyana
9185,spies,casuslar
9186,blah,bla bla
9187,mime,mim
9188,neighbor,komşu
9189,motorcycles,motosikletler
9190,elect,seçmek
9191,highways,otoyollar
9192,thinkpad,düşünce defteri
9193,concentrate,konsantre olmak
9194,intimate,samimi
9195,reproductive,üreme
9196,preston,Preston
9197,deadly,ölümcül
9198,cunt,am
9199,feof,feof
9200,bunny,tavşan
9201,chevy,Chevy
9202,molecules,moleküller
9203,rounds,turlar
9204,longest,en uzun
9205,refrigerator,buzdolabı
9206,tions,tions
9207,intervals,aralıklar
9208,sentences,cümleler
9209,dentists,dişçiler
9210,usda,USDA
9211,exclusion,dışlama
9212,workstation,iş istasyonu
9213,holocaust,soykırım
9214,keen,hevesli
9215,flyer,el ilanı
9216,peas,bezelye
9217,dosage,dozaj
9218,receivers,alıcılar
9219,urls,url'ler
9220,customise,özelleştirmek
9221,disposition,eğilim
9222,variance,varyans
9223,navigator,gezgin
9224,investigators,araştırmacılar
9225,cameroon,Kamerun
9226,baking,pişirme
9227,marijuana,esrar
9228,adaptive,uyarlanabilir
9229,computed,hesaplanmış
9230,needle,iğne
9231,baths,banyolar
9232,enb,enb
9233,gg,gg
9234,cathedral,katedral
9235,brakes,frenler
9236,og,og
9237,nirvana,nirvana
9238,ko,ko
9239,fairfield,Fairfield
9240,owns,sahip
9241,til,kadar
9242,invision,vizyon
9243,sticky,yapışkan
9244,destiny,kader
9245,generous,cömert
9246,madness,delilik
9247,emacs,emacs
9248,climb,tırmanmak
9249,blowing,üfleme
9250,fascinating,büyüleyici
9251,landscapes,manzaralar
9252,heated,ısıtılmış
9253,lafayette,lafayette
9254,jackie,Jackie'nin
9255,wto,DTÖ
9256,computation,hesaplama
9257,hay,saman
9258,cardiovascular,kardiyovasküler
9259,ww,www
9260,sparc,seyrek
9261,cardiac,kardiyak
9262,salvation,kurtuluş
9263,dover,Dover
9264,adrian,Adrian
9265,predictions,tahminler
9266,accompanying,Eşlik eden
9267,vatican,Vatikan
9268,brutal,vahşi
9269,learners,öğrenciler
9270,gd,iyi
9271,selective,seçici
9272,arbitration,tahkim
9273,configuring,yapılandırılıyor
9274,token,jeton
9275,editorials,başyazılar
9276,zinc,çinko
9277,sacrifice,kurban etmek
9278,seekers,arayanlar
9279,guru,guru
9280,isa,isa
9281,removable,çıkarılabilir
9282,convergence,yakınsama
9283,yields,verimler
9284,gibraltar,Cebelitarık
9285,levy,vergi
9286,suited,uygun
9287,numeric,sayısal
9288,anthropology,antropoloji
9289,skating,paten kaymak
9290,kinda,gibi
9291,aberdeen,Aberdeen
9292,emperor,imparator
9293,grad,mezun
9294,malpractice,kötüye kullanma
9295,dylan,Dylan
9296,bras,sutyenler
9297,belts,kemerler
9298,blacks,siyahlar
9299,educated,eğitimli
9300,rebates,indirimler
9301,reporters,muhabirler
9302,burke,burke
9303,proudly,gururla
9304,pix,resimler
9305,necessity,zorunluluk
9306,rendering,işleme
9307,mic,mikrofon
9308,inserted,eklenen
9309,pulling,çekerek
9310,basename,temel ad
9311,kyle,kyle
9312,obesity,obezite
9313,curves,eğriler
9314,suburban,banliyö
9315,touring,turne
9316,clara,Clara
9317,vertex,tepe noktası
9318,bw,bw
9319,hepatitis,hepatit
9320,nationally,ulusal olarak
9321,tomato,domates
9322,andorra,Andorra
9323,waterproof,su geçirmez
9324,expired,günü geçmiş
9325,mj,mj
9326,travels,seyahatler
9327,flush,kızarma
9328,waiver,feragat
9329,pale,solgun
9330,specialties,uzmanlıklar
9331,hayes,hayes
9332,humanitarian,insani
9333,invitations,davetiyeler
9334,functioning,işleyen
9335,delight,zevk
9336,survivor,kurtulan
9337,garcia,Garcia
9338,cingular,tekil
9339,economies,ekonomiler
9340,alexandria,İskenderiye
9341,bacterial,bakteriyel
9342,moses,Musa
9343,counted,sayıldı
9344,undertake,üstlenmek
9345,declare,ilan etmek
9346,continuously,sürekli olarak
9347,johns,John'lar
9348,valves,vanalar
9349,gaps,boşluklar
9350,impaired,bozulmuş
9351,achievements,başarılar
9352,donors,bağışçılar
9353,tear,göz yaşı
9354,jewel,mücevher
9355,teddy,oyuncak ayı
9356,lf,eğer
9357,convertible,dönüştürülebilir
9358,ata,ata
9359,teaches,öğretir
9360,ventures,girişimler
9361,nil,sıfır
9362,bufing,parlatma
9363,stranger,yabancı
9364,tragedy,trajedi
9365,julian,Julian
9366,nest,yuva
9367,pam,pam
9368,dryer,kurutma makinesi
9369,painful,acı verici
9370,velvet,kadife
9371,tribunal,mahkeme
9372,ruled,hükmedildi
9373,nato,NATO
9374,pensions,emeklilik maaşları
9375,prayers,dualar
9376,funky,korkak
9377,secretariat,sekreterya
9378,nowhere,hiçbir yerde
9379,cop,polis
9380,paragraphs,paragraflar
9381,gale,fırtına
9382,joins,katılır
9383,adolescent,ergen
9384,nominations,adaylıklar
9385,wesley,Wesley
9386,dim,loş
9387,lately,son zamanlarda
9388,cancelled,iptal edildi
9389,scary,korkutucu
9390,mattress,yatak
9391,mpegs,mpeg'ler
9392,brunei,Brunei
9393,likewise,aynı şekilde
9394,banana,muz
9395,introductory,giriş
9396,slovak,Slovak
9397,cakes,kekler
9398,stan,stan
9399,reservoir,rezervuar
9400,occurrence,oluş
9401,idol,idol
9402,bloody,kanlı
9403,mixer,karıştırıcı
9404,remind,hatırlatmak
9405,wc,WC
9406,worcester,Worcester
9407,sbjct,sbjct
9408,demographic,demografik
9409,charming,alımlı
9410,mai,Mayıs
9411,tooth,diş
9412,disciplinary,disiplin
9413,annoying,sinir bozucu
9414,respected,saygı duyulan
9415,stays,kalır
9416,disclose,ifşa etmek
9417,affair,mesele
9418,drove,sürdü
9419,washer,çamaşır makinesi
9420,upset,üzgün
9421,restrict,kısıtlamak
9422,springer,yaylı
9423,beside,yanında
9424,mines,madenler
9425,portraits,portreler
9426,rebound,geri tepme
9427,logan,Logan
9428,mentor,akıl hocası
9429,interpreted,yorumlanmış
9430,evaluations,değerlendirmeler
9431,fought,savaştı
9432,baghdad,Bağdat
9433,elimination,eliminasyon
9434,metres,metre
9435,hypothetical,varsayımsal
9436,immigrants,göçmenler
9437,complimentary,tamamlayıcı
9438,helicopter,helikopter
9439,pencil,kalem
9440,freeze,dondurmak
9441,hk,hk
9442,performer,icracı
9443,abu,abu
9444,titled,başlıklı
9445,commissions,komisyonlar
9446,sphere,küre
9447,powerseller,güç satıcısı
9448,moss,yosun
9449,ratios,oranlar
9450,concord,uyum
9451,graduated,mezun oldu
9452,endorsed,onaylanmış
9453,ty,teşekkürler
9454,surprising,şaşırtıcı
9455,walnut,ceviz
9456,lance,mızrak
9457,ladder,merdiven
9458,italia,İtalya
9459,unnecessary,gereksiz
9460,dramatically,dramatik bir şekilde
9461,liberia,Liberya
9462,sherman,Sherman
9463,cork,mantar
9464,maximize,maksimize etmek
9465,cj,cj
9466,hansen,hansen
9467,senators,senatörler
9468,workout,antrenman yapmak
9469,mali,Mali
9470,yugoslavia,Yugoslavya
9471,bleeding,kanama
9472,characterization,karakterizasyon
9473,colon,kolon
9474,likelihood,olasılık
9475,lanes,şeritler
9476,purse,el çantası
9477,fundamentals,temeller
9478,contamination,kirlenme
9479,mtv,mtv
9480,endangered,nesli tükenmekte olan
9481,compromise,anlaşmak
9482,masturbation,mastürbasyon
9483,optimize,optimize
9484,stating,belirten
9485,dome,kubbe
9486,caroline,Caroline
9487,leu,ley
9488,expiration,son kullanma tarihi
9489,namespace,ad alanı
9490,align,hizalamak
9491,peripheral,çevresel
9492,bless,kutsamak
9493,engaging,ilgi çekici
9494,negotiation,müzakere
9495,crest,tepe
9496,opponents,rakipler
9497,triumph,zafer
9498,nominated,aday gösterildi
9499,confidentiality,gizlilik
9500,electoral,seçimsel
9501,changelog,değişiklik günlüğü
9502,welding,kaynak
9503,orgasm,orgazm
9504,deferred,ertelenen
9505,alternatively,alternatif olarak
9506,heel,topuk
9507,alloy,alaşım
9508,condos,daireler
9509,plots,arsalar
9510,polished,cilalı
9511,yang,yangın
9512,gently,nazikçe
9513,greensboro,greensboro
9514,tulsa,Tulsa
9515,locking,kilitleme
9516,casey,Casey
9517,controversial,tartışmalı
9518,draws,berabere
9519,fridge,buzdolabı
9520,blanket,battaniye
9521,bloom,çiçek açmak
9522,qc,qc
9523,simpsons,Simpsonlar
9524,lou,Lou
9525,elliott,Elliott
9526,recovered,kurtarıldı
9527,fraser,fraser
9528,justify,savunmak
9529,upgrading,yükseltme
9530,blades,bıçaklar
9531,pgp,pgp
9532,loops,döngüler
9533,surge,kabarmak
9534,frontpage,ön sayfa
9535,trauma,travma
9536,aw,ah
9537,tahoe,Tahoe'da
9538,advert,reklam
9539,possess,elinde bulundurmak
9540,demanding,talep etmek
9541,defensive,savunmacı
9542,sip,yudum
9543,flashers,flaşörler
9544,subaru,Subaru
9545,forbidden,yasaklı
9546,tf,tf
9547,vanilla,vanilya
9548,programmers,programcılar
9549,pj,pj
9550,monitored,izlenen
9551,installations,kurulumlar
9552,deutschland,almanya
9553,picnic,piknik
9554,souls,ruhlar
9555,arrivals,Gelenler
9556,spank,şaplak
9557,cw,cw
9558,practitioner,uygulayıcı
9559,motivated,motive olmuş
9560,wr,wr
9561,dumb,sersem
9562,smithsonian,smithsonian
9563,hollow,oyuk
9564,vault,kasa
9565,securely,güvenli bir şekilde
9566,examining,inceleyerek
9567,fioricet,fioricet
9568,groove,oluk
9569,revelation,vahiy
9570,rg,rg
9571,pursuit,kovalama
9572,delegation,heyet
9573,wires,teller
9574,bl,bl
9575,dictionaries,sözlükler
9576,mails,postalar
9577,backing,destek
9578,greenhouse,sera
9579,sleeps,uyur
9580,vc,vc
9581,blake,Blake
9582,transparency,şeffaflık
9583,dee,dee
9584,travis,Travis
9585,wx,hava durumu
9586,endless,sonsuz
9587,figured,düşündüm
9588,orbit,yörünge
9589,currencies,para birimleri
9590,niger,Nijer
9591,bacon,Bacon
9592,survivors,kurtulanlar
9593,positioning,konumlandırma
9594,heater,ısıtıcı
9595,colony,koloni
9596,cannon,top
9597,circus,sirk
9598,promoted,terfi etti
9599,forbes,Forbes
9600,mae,anne
9601,moldova,Moldova
9602,mel,mel
9603,descending,alçalan
9604,paxil,paxil
9605,spine,omurga
9606,trout,alabalık
9607,enclosed,kapalı
9608,feat,başarı
9609,temporarily,geçici olarak
9610,ntsc,ntsc
9611,cooked,pişmiş
9612,thriller,gerilim
9613,transmit,iletmek
9614,apnic,apnik
9615,fatty,yağlı
9616,gerald,gerald
9617,pressed,basılmış
9618,frequencies,frekanslar
9619,scanned,tarandı
9620,reflections,yansımalar
9621,hunger,açlık
9622,mariah,Mariah
9623,sic,sic
9624,municipality,belediye
9625,usps,ABD Posta Servisi
9626,joyce,sevinç
9627,detective,dedektif
9628,surgeon,cerrah
9629,cement,çimento
9630,experiencing,deneyimlemek
9631,fireplace,şömine
9632,endorsement,onay
9633,bg,arka kapak
9634,planners,planlamacılar
9635,disputes,anlaşmazlıklar
9636,textiles,tekstil
9637,missile,füze
9638,intranet,intranet
9639,closes,kapanır
9640,seq,sıra
9641,psychiatry,psikiyatri
9642,persistent,kalıcı
9643,deborah,Deborah
9644,conf,konferans
9645,marco,Marco
9646,assists,asistler
9647,summaries,özetler
9648,glow,parıltı
9649,gabriel,Cebrail
9650,auditor,denetçi
9651,wma,wma
9652,aquarium,akvaryum
9653,violin,keman
9654,prophet,peygamber
9655,cir,çevre
9656,bracket,parantez
9657,looksmart,akıllı görünüyor
9658,isaac,Isaac
9659,oxide,oksit
9660,oaks,meşeler
9661,magnificent,muhteşem
9662,erik,erik
9663,colleague,iş arkadaşı
9664,naples,Napoli
9665,promptly,derhal
9666,modems,modemler
9667,adaptation,adaptasyon
9668,hu,hu
9669,harmful,zararlı
9670,paintball,paintball
9671,prozac,prozac
9672,sexually,cinsel olarak
9673,enclosure,muhafaza
9674,acm,acm
9675,dividend,temettü
9676,newark,Newark
9677,kw,kilovat
9678,paso,adım
9679,glucose,glikoz
9680,phantom,hayalet
9681,norm,norm
9682,playback,playback
9683,supervisors,denetçiler
9684,westminster,Westminster
9685,turtle,kaplumbağa
9686,ips,ips
9687,distances,mesafeler
9688,absorption,emilim
9689,treasures,hazineler
9690,dsc,dsc
9691,warned,uyarıldı
9692,neural,sinirsel
9693,ware,eşya
9694,fossil,fosil
9695,mia,mia
9696,hometown,memleket
9697,badly,kötü
9698,transcripts,transkriptler
9699,apollo,apollon
9700,wan,zayıf
9701,disappointed,hayal kırıklığına uğramış
9702,persian,Farsça
9703,continually,sürekli olarak
9704,communist,komünist
9705,collectible,koleksiyonluk
9706,handmade,el yapımı
9707,greene,yeşil
9708,entrepreneurs,girişimciler
9709,robots,robotlar
9710,grenada,grenada
9711,creations,kreasyonlar
9712,jade,yeşim
9713,scoop,kepçe
9714,acquisitions,satın almalar
9715,foul,faul
9716,keno,keno
9717,gtk,gtk
9718,earning,kazanç
9719,mailman,postacı
9720,sanyo,sanyo
9721,nested,iç içe geçmiş
9722,biodiversity,biyoçeşitlilik
9723,excitement,heyecanlanmak
9724,somalia,Somali
9725,movers,taşıyıcılar
9726,verbal,sözlü
9727,blink,göz kırpmak
9728,presently,şu anda
9729,seas,denizler
9730,carlo,carlo
9731,workflow,iş akışı
9732,mysterious,gizemli
9733,novelty,yenilik
9734,bryant,Bryant
9735,tiles,fayanslar
9736,voyuer,röntgenci
9737,librarian,kütüphaneci
9738,subsidiaries,yan kuruluşlar
9739,switched,değiştirildi
9740,stockholm,Stokholm
9741,tamil,Tamilce
9742,garmin,garmin
9743,ru,ru
9744,pose,poz
9745,fuzzy,bulanık
9746,indonesian,Endonezyalı
9747,grams,gram
9748,therapist,terapist
9749,richards,Richards
9750,mrna,mrna
9751,budgets,bütçeler
9752,toolkit,araç takımı
9753,promising,umut verici
9754,relaxation,rahatlama
9755,goat,keçi
9756,render,işlemek
9757,carmen,karmen
9758,ira,ira
9759,sen,sen
9760,thereafter,bundan sonra
9761,hardwood,sert ağaç
9762,erotica,erotik
9763,temporal,zamansal
9764,sail,denize açılmak
